RA,Fase,Turma,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Avaliador2,Avaliador3,Avaliador4,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase_Ideal,Defasagem,IPP,INDE 23,INDE_ano_atual,pedra_ano_atual,ano,Fase_Ideal_1,Fase_Ideal_2
RA-1563,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,8.751,8.305555555666666,7.51,7.0,5.0,7.5,8.5,8.46,5.0,Fase 5 (1° EM),-1,7.25,,7.604211111133335,Ametista,2024,Fase 5,1° EM
RA-1564,4B,4B,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,8.334,4.942067736333334,6.885,2.1666666666666665,1.0,3.5,2.0,5.2875,5.0,Fase 5 (1° EM),-1,5.75,,5.0761468806000005,Quartzo,2024,Fase 5,1° EM
RA-1565,4B,4B,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,0.0,8.102240896333333,7.51,5.5,7.0,3.0,6.5,6.0375,5.0,Fase 5 (1° EM),-1,6.375,,5.816448179266667,Quartzo,2024,Fase 5,1° EM
RA-1566,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.168,9.247219355666667,7.51,6.5,3.0,8.0,8.5,8.335,5.0,Fase 6 (2° EM),-2,7.75,,7.759243871133334,Ametista,2024,Fase 6,2° EM
RA-1567,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,8.334,8.771043771,7.51,8.166666666666666,5.0,9.5,10.0,8.335,5.0,Fase 6 (2° EM),-2,7.75,,7.913942087533334,Ametista,2024,Fase 6,2° EM
RA-356,4B,4B,Masculino,2021,Pública,Topázio,Topázio,Ágata,6.689521871961853,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,8.334,6.656346749333334,5.635,5.333333333333333,1.0,7.0,8.0,6.5375,10.0,Fase 3 (7° e 8° ano),1,5.25,6.452008333,6.627336016533334,Ágata,2024,Fase 3,7° e 8° ano
RA-1568,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.168,7.493464052333334,7.51,8.166666666666666,7.5,7.5,9.5,8.5025,5.0,Fase 5 (1° EM),-1,8.0,,7.8003261438000004,Ametista,2024,Fase 5,1° EM
RA-247,4B,4B,Feminino,2021,Pública,,Ágata,Ametista,7.720170621212121,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,0.0,8.306595365666666,6.26,4.333333333333333,0.0,5.0,8.0,8.5875,10.0,Fase 4 (9° ano),0,7.75,7.221958333,6.646485739800001,Ágata,2024,Fase 4,9° ano
RA-204,4B,4B,Feminino,2021,Pública,Ametista,Ametista,Ágata,6.943054722222223,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.168,6.827094474333333,6.26,7.5,5.0,7.5,10.0,8.5875,10.0,Fase 4 (9° ano),0,7.125,7.557558333,7.838218894866668,Ametista,2024,Fase 4,9° ano
RA-1569,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,6.666,7.111111111333334,6.26,2.1666666666666665,2.0,3.0,1.5,6.9175,5.0,Fase 6 (2° EM),-2,6.875,,5.7191555556,Quartzo,2024,Fase 6,2° EM
RA-1570,4B,4B,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,9.585,7.542087542,7.51,8.333333333333334,6.5,9.0,9.5,8.6725,5.0,Fase 5 (1° EM),-1,7.75,,7.894084175066667,Ametista,2024,Fase 5,1° EM
RA-1571,4B,4B,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,8.334,9.111111111333335,5.005,5.666666666666667,5.0,6.0,6.0,8.545,5.0,Fase 5 (1° EM),-1,7.5,,7.2484555556,Ametista,2024,Fase 5,1° EM
RA-1572,4C,4C,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,9.168,9.841269841333334,7.51,7.5,7.5,6.5,8.5,8.393333333,5.0,Fase 5 (1° EM),-1,7.65625,,8.080345634866667,Topázio,2024,Fase 5,1° EM
RA-1150,4C,4C,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,8.334,6.481481481666667,7.51,6.833333333333333,4.0,6.5,10.0,7.946666667,5.0,Fase 6 (2° EM),-2,7.65625,7.076008333,7.1023212964,Ametista,2024,Fase 6,2° EM
RA-1573,4C,4C,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,9.168,6.120448179333334,6.26,5.0,0.0,6.0,9.0,8.556666667,5.0,Fase 5 (1° EM),-1,7.65625,,6.743847969266667,Ágata,2024,Fase 5,1° EM
RA-1574,4C,4C,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,8.751,8.399470899666667,7.51,7.333333333333333,7.0,6.0,9.0,8.616666667,5.0,Fase 5 (1° EM),-1,7.8125,,7.777244180000001,Ametista,2024,Fase 5,1° EM
RA-1151,4C,4C,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,7.5,9.722222222333334,5.635,9.0,9.0,8.0,10.0,9.393333333,10.0,Fase 3 (7° e 8° ano),1,8.125,7.829958333,8.749111111066668,Topázio,2024,Fase 3,7° e 8° ano
RA-1575,4C,4C,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,9.168,8.624338624,6.885,5.333333333333333,0.0,7.5,8.5,8.28,5.0,Fase 5 (1° EM),-1,7.65625,,7.318459391466667,Ametista,2024,Fase 5,1° EM
RA-1081,4C,4C,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-17,,6.667,9.523809523666666,5.005,8.833333333333334,9.5,8.0,9.0,8.95,10.0,Fase 4 (9° ano),0,9.166666667,7.666033333,8.5452952381,Topázio,2024,Fase 4,9° ano
RA-342,4C,4C,Feminino,2021,Pública,,Quartzo,Ágata,6.940909599240267,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,8.751,7.728174603333334,6.26,4.5,6.5,7.0,0.0,7.723333333,5.0,Fase 5 (1° EM),-1,7.65625,7.539875,6.757026587266667,Ágata,2024,Fase 5,1° EM
RA-1576,4C,4C,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,8.334,9.523809523666666,5.635,6.666666666666667,7.5,4.5,8.0,8.44,5.0,Fase 5 (1° EM),-1,6.40625,,7.4636202380666665,Ametista,2024,Fase 5,1° EM
RA-187,4C,4C,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,7.928183035966957,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,8.751,9.537037037,5.635,7.833333333333333,7.5,7.0,9.0,9.06,10.0,Fase 4 (9° ano),0,8.4375,7.809875,8.568424074066666,Topázio,2024,Fase 4,9° ano
RA-359,4C,4C,Feminino,2021,Pública,Ametista,Ágata,Ágata,6.605761359666916,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,9.168,7.162698412666667,6.26,5.5,4.0,4.5,8.0,8.333333333,10.0,Fase 3 (7° e 8° ano),1,7.5,7.627125,7.492006349133335,Ametista,2024,Fase 3,7° e 8° ano
RA-1577,4C,4C,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-20,Avaliador-26,,10.002,4.993386243333333,7.51,4.333333333333333,4.0,7.0,2.0,7.273333333,5.0,Fase 5 (1° EM),-1,7.34375,,6.305585581933334,Ágata,2024,Fase 5,1° EM
RA-236,4F,4F,Feminino,2022,Pública,,,Ametista,7.110494326118326,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,9.168,7.890668700666666,6.26,4.5,1.5,4.0,8.0,6.362,10.0,Fase 4 (9° ano),0,6.875,7.337116667,6.980833740133334,Ágata,2024,Fase 4,9° ano
RA-249,4F,4F,Masculino,2021,Pública,Ágata,Ágata,Quartzo,5.096608405982907,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,7.083,6.645021645,5.0,5.0,1.0,8.0,6.0,7.064,5.0,Fase 6 (2° EM),-2,6.75,5.444625,6.125104328999999,Ágata,2024,Fase 6,2° EM
RA-239,4F,4F,Feminino,2021,Pública,,Quartzo,Quartzo,4.571673982861744,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.751,6.361737677333333,5.635,6.666666666666667,4.0,10.0,6.0,8.502,2.5,Fase 7 (3° EM),-3,7.875,6.411333333,6.782180868800001,Ágata,2024,Fase 7,3° EM
RA-382,4F,4F,Masculino,2021,Pública,Ametista,Ágata,Ágata,6.77720046886447,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,9.168,6.324561403666666,5.63,3.0,2.0,3.0,4.0,6.43,5.0,Fase 5 (1° EM),-1,6.75,6.223833333,5.805712280733333,Quartzo,2024,Fase 5,1° EM
RA-383,4F,4F,Masculino,2021,Pública,Topázio,Ametista,Topázio,8.400003111111111,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,9.168,8.600288600333334,7.51,5.833333333333333,1.0,8.0,8.5,8.47,10.0,Fase 3 (7° e 8° ano),1,7.875,7.5408,8.036024386733335,Topázio,2024,Fase 3,7° e 8° ano
RA-1155,4F,4F,Feminino,2023,Pública,,,,,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.334,8.888888889,5.005,4.666666666666667,6.0,8.0,0.0,8.87,5.0,Fase 5 (1° EM),-1,8.0,7.821633333,7.119011111133333,Ametista,2024,Fase 5,1° EM
RA-384,4F,4F,Feminino,2021,Pública,Ametista,Ametista,Ametista,7.558498337662337,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,7.5,8.607503607333333,7.51,7.5,5.0,9.5,8.0,7.936,10.0,Fase 4 (9° ano),0,7.625,6.757958333,8.072200721466668,Topázio,2024,Fase 4,9° ano
RA-1156,4F,4F,Feminino,2023,Pública,,,,,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,7.5,7.821067821,7.51,2.0,6.0,0.0,0.0,7.5,10.0,Fase 3 (7° e 8° ano),1,7.125,7.340775,6.6777135642,Ágata,2024,Fase 3,7° e 8° ano
RA-1578,4F,4F,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.334,6.761695906666667,7.51,7.333333333333333,6.0,6.0,10.0,8.636,10.0,Fase 3 (7° e 8° ano),1,7.5,,7.880605848,Ametista,2024,Fase 3,7° e 8° ano
RA-388,4F,4F,Feminino,2021,Pública,Ágata,Ágata,Ágata,6.654070674842067,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,7.5,6.349206349,7.51,4.333333333333333,1.0,7.0,5.0,5.764,5.0,Fase 5 (1° EM),-1,6.75,5.630833333,5.965307936466667,Quartzo,2024,Fase 5,1° EM
RA-260,4F,4F,Feminino,2021,Pública,Topázio,Ametista,Ametista,7.439744423076924,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.751,9.674603174666666,7.51,7.0,7.5,5.5,8.0,8.502,10.0,Fase 4 (9° ano),0,7.875,8.080008333,8.448920634933334,Topázio,2024,Fase 4,9° ano
RA-395,4F,4F,Feminino,2021,Pública,Ametista,Topázio,Ametista,7.682753058681186,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.751,6.921693121666666,6.26,4.333333333333333,2.5,5.5,5.0,8.464,10.0,Fase 3 (7° e 8° ano),1,7.25,7.469175,7.169905291000001,Ametista,2024,Fase 3,7° e 8° ano
RA-262,4F,4F,Masculino,2021,Privada,,Quartzo,Quartzo,4.786323286324786,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,7.917,4.854560643666667,7.51,4.166666666666667,1.0,4.5,7.0,6.296,5.0,Fase 6 (2° EM),-2,7.0,4.406458333,5.806145462066667,Quartzo,2024,Fase 6,2° EM
RA-1579,4F,4F,Feminino,2022,Pública,,,,,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.751,9.090261886999999,5.635,7.166666666666667,7.5,6.0,8.0,9.272,5.0,Fase 6 (2° EM),-2,8.5,,7.894385710733333,Ametista,2024,Fase 6,2° EM
RA-1580,4F,4F,Masculino,2024,Pública,,,,,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,8.751,9.049953314666666,7.51,6.166666666666667,5.0,7.5,6.0,9.168,5.0,Fase 5 (1° EM),-1,7.875,,7.790523996266667,Ametista,2024,Fase 5,1° EM
RA-377,4F,4F,Feminino,2021,Pública,,Quartzo,Ágata,6.742777235591996,,,,5.0,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,9.168,7.698412698333333,7.51,5.166666666666667,4.0,6.5,5.0,7.634,10.0,Fase 4 (9° ano),0,7.125,7.205041667,7.480115873000001,Ametista,2024,Fase 4,9° ano
RA-250,4H,4H,Feminino,2022,Privada - Programa de Apadrinhamento,,,Ametista,7.958056222222224,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-17,,9.168,9.629629629666667,6.88,9.166666666666666,10.0,7.5,10.0,8.95,10.0,Fase 4 (9° ano),0,8.958333333,7.598208333,9.049892592566668,Topázio,2024,Fase 4,9° ano
RA-1581,4H,4H,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-17,,8.334,7.834844760666667,6.26,6.333333333333333,7.0,4.5,7.5,7.386666667,5.0,Fase 5 (1° EM),-1,7.083333333,,6.9787022855,Ágata,2024,Fase 5,1° EM
RA-1582,4H,4H,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-17,,8.334,8.069444444333334,6.255,4.5,7.0,2.0,4.5,6.666666667,5.0,Fase 5 (1° EM),-1,6.666666667,,6.472788888966667,Ágata,2024,Fase 5,1° EM
RA-1583,4H,4H,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-17,,7.917,7.753623188333333,6.26,8.166666666666666,8.0,6.5,10.0,9.006666667,5.0,Fase 5 (1° EM),-1,9.166666667,,7.8197579711000005,Ametista,2024,Fase 5,1° EM
RA-450,4L,4L,Masculino,2021,Pública,,Ágata,Ametista,7.843149036414566,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.751,8.954191033333332,5.63,7.5,8.0,8.5,6.0,7.58,5.0,Fase 5 (1° EM),-1,7.8125,6.819625,7.526188206666666,Ametista,2024,Fase 5,1° EM
RA-426,4L,4L,Feminino,2022,Pública,,,Ágata,6.350091965367965,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,7.917,7.9050567596666665,4.38,4.833333333333333,3.5,7.0,4.0,8.0,5.0,Fase 5 (1° EM),-1,7.65625,6.329158333,6.6430030186,Ágata,2024,Fase 5,1° EM
RA-1584,4L,4L,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.334,9.153439153333332,7.51,5.5,6.0,5.5,5.0,8.1675,5.0,Fase 5 (1° EM),-1,7.8125,,7.429837830666667,Ametista,2024,Fase 5,1° EM
RA-313,4L,4L,Feminino,2022,Pública,,,Quartzo,5.800078489240228,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.751,9.666666666666666,5.63,4.833333333333333,1.0,8.0,5.5,8.1675,5.0,Fase 5 (1° EM),-1,7.8125,7.011091667,7.2528500000000005,Ametista,2024,Fase 5,1° EM
RA-467,4L,4L,Feminino,2022,Pública,,,Ágata,6.380177212121212,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,7.917,9.140350877333333,5.01,6.833333333333333,5.5,9.0,6.0,7.54,10.0,Fase 4 (9° ano),0,7.34375,6.552916667,7.7298118421333335,Ametista,2024,Fase 4,9° ano
RA-1585,4L,4L,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,10.002,6.775210084333334,7.51,4.0,5.0,3.0,4.0,7.7925,5.0,Fase 5 (1° EM),-1,7.65625,,6.730367016866668,Ágata,2024,Fase 5,1° EM
RA-432,4L,4L,Feminino,2021,Pública,Quartzo,Quartzo,Ágata,6.339605488215488,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,7.501,10.0,6.26,5.5,5.0,6.0,5.5,7.2875,5.0,Fase 5 (1° EM),-1,7.34375,6.850183333,7.167975,Ametista,2024,Fase 5,1° EM
RA-1586,4L,4L,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,10.002,6.128654970666666,5.01,5.666666666666667,3.5,5.5,8.0,7.54,5.0,Fase 5 (1° EM),-1,6.875,,6.555764327466668,Ágata,2024,Fase 5,1° EM
RA-470,4L,4L,Feminino,2021,Pública,Ametista,Ametista,Ametista,7.378176603174603,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,9.585,8.011695906666667,7.51,3.3333333333333335,3.5,4.0,2.5,6.4975,10.0,Fase 4 (9° ano),0,7.03125,6.993766667,6.981130848,Ágata,2024,Fase 4,9° ano
RA-417,4L,4L,Feminino,2022,Pública,,,Topázio,8.427782,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.334,8.401559454333333,7.51,8.833333333333334,9.0,10.0,7.5,8.2925,10.0,Fase 4 (9° ano),0,8.4375,8.257658333,8.533628557533333,Topázio,2024,Fase 4,9° ano
RA-407,4L,4L,Masculino,2022,Pública,,,Ametista,7.195372592592593,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.334,7.614522417333333,6.26,3.6666666666666665,2.0,5.0,4.0,7.875,10.0,Fase 4 (9° ano),0,7.96875,7.665083333,7.0875128168,Ametista,2024,Fase 4,9° ano
RA-1587,4L,4L,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,9.168,10.0,7.51,3.75,7.5,0.0,,8.2075,5.0,Fase 6 (2° EM),-2,7.8125,,7.34055,Ametista,2024,Fase 6,2° EM
RA-1588,4L,4L,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,7.917,8.640618640666666,7.51,4.0,3.5,4.5,,7.415,10.0,Fase 4 (9° ano),0,7.5,,7.303823728133333,Ametista,2024,Fase 4,9° ano
RA-424,4L,4L,Feminino,2022,Pública,,,Ametista,7.940280666666667,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.334,9.616228070333333,7.51,3.3333333333333335,2.0,6.0,2.0,7.1625,10.0,Fase 4 (9° ano),0,7.34375,7.72685,7.341187280733334,Ametista,2024,Fase 4,9° ano
RA-1193,4L,4L,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,8.751,7.763157895,5.635,4.0,3.0,6.0,3.0,7.79,5.0,Fase 5 (1° EM),-1,7.8125,6.018083333,6.6304815790000005,Ágata,2024,Fase 5,1° EM
RA-411,4M,4M,Feminino,2021,Privada,Ametista,Ametista,Ametista,7.2323363079922025,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,7.083,9.148148147999999,5.635,4.833333333333333,3.5,7.0,4.0,7.4125,10.0,Fase 4 (9° ano),0,7.291666667,7.779983333,7.279762962966667,Ametista,2024,Fase 4,9° ano
RA-412,4M,4M,Feminino,2021,Pública,Ágata,Ágata,Ametista,7.5555417556855105,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.334,8.456140351,6.26,7.333333333333333,8.0,6.0,8.0,8.125,10.0,Fase 4 (9° ano),0,8.020833333,7.373891667,8.044378070166667,Topázio,2024,Fase 4,9° ano
RA-428,4M,4M,Masculino,2022,Pública,,,Ametista,7.68295498989899,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,9.168,8.898245614,5.635,5.0,3.0,4.0,8.0,7.625,10.0,Fase 4 (9° ano),0,7.5,7.821816667,7.534949122800001,Ametista,2024,Fase 4,9° ano
RA-315,4M,4M,Feminino,2022,Pública,,,Quartzo,5.671800072463768,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,0.0,5.918518518666667,7.51,6.833333333333333,6.5,6.5,7.5,7.6275,5.0,Fase 5 (1° EM),-1,7.5,5.977708333,6.0768703704,Quartzo,2024,Fase 5,1° EM
RA-442,4M,4M,Feminino,2022,Pública,,,Topázio,8.226391777777778,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.334,5.9151960783333335,5.635,5.0,4.5,7.0,3.5,7.8775,10.0,Fase 3 (7° e 8° ano),1,7.5,6.814166667,6.905439215666667,Ágata,2024,Fase 3,7° e 8° ano
RA-301,4M,4M,Feminino,2021,Pública,Ametista,Ametista,Ágata,6.802149357015729,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,9.168,7.4947368423333325,7.51,9.0,10.0,9.0,8.0,8.21,10.0,Fase 4 (9° ano),0,8.020833333,6.760341667,8.410830701766667,Topázio,2024,Fase 4,9° ano
RA-1163,4M,4M,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.334,9.824561403666666,7.51,7.833333333333333,9.5,6.5,7.5,8.755,10.0,Fase 4 (9° ano),0,8.125,7.749391667,8.6794789474,Topázio,2024,Fase 4,9° ano
RA-402,4M,4M,Feminino,2021,Pública,Ágata,Ágata,Quartzo,5.261113333333334,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,7.5,3.074074074,6.26,4.166666666666667,3.0,3.5,6.0,6.1175,10.0,Fase 4 (9° ano),0,6.354166667,6.632716667,5.683064814833333,Quartzo,2024,Fase 4,9° ano
RA-1589,4M,4M,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,0.0,6.259259259333334,7.51,2.5,3.0,2.0,,7.54,5.0,Fase 5 (1° EM),-1,7.5,,5.260851851866667,Quartzo,2024,Fase 5,1° EM
RA-1162,4M,4M,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,7.917,9.135672514666666,6.26,5.666666666666667,4.0,7.5,5.5,7.0375,10.0,Fase 4 (9° ano),0,6.875,7.44215,7.473167836266667,Ametista,2024,Fase 4,9° ano
RA-471,4M,4M,Feminino,2021,Pública,Ágata,Ágata,Ágata,6.535165330634278,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,0.0,7.027568922333333,7.51,5.5,4.0,5.5,7.0,8.0425,10.0,Fase 4 (9° ano),0,7.708333333,6.855541667,6.635847117766667,Ágata,2024,Fase 4,9° ano
RA-416,4M,4M,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.912811530864198,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.751,8.972709551666666,7.51,8.0,8.0,7.5,8.5,9.13,10.0,Fase 3 (7° e 8° ano),1,8.541666667,8.144425,8.700808577033333,Topázio,2024,Fase 3,7° e 8° ano
RA-303,4M,4M,Masculino,2021,Pública,Ametista,Ágata,Ágata,6.0302058333333335,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.751,3.9520467836666664,7.51,5.666666666666667,5.0,5.0,7.0,7.535,5.0,Fase 6 (2° EM),-2,6.875,5.914291667,6.2443426900666665,Ágata,2024,Fase 6,2° EM
RA-418,4M,4M,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.175157209876545,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.751,10.0,7.51,9.333333333333334,9.5,8.5,10.0,9.0475,10.0,Fase 3 (7° e 8° ano),1,8.229166667,8.1686,9.125183333366667,Topázio,2024,Fase 3,7° e 8° ano
RA-419,4M,4M,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.35895350617284,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,7.083,9.382456140666667,6.26,8.166666666666666,6.5,8.0,10.0,8.5475,10.0,Fase 3 (7° e 8° ano),1,8.020833333,7.7261,8.355707894766669,Topázio,2024,Fase 3,7° e 8° ano
RA-420,4M,4M,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,7.460804469135802,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.334,9.557894737,6.26,4.0,3.0,4.5,4.5,7.96,10.0,Fase 3 (7° e 8° ano),1,7.8125,7.356358333,7.544228947400001,Ametista,2024,Fase 3,7° e 8° ano
RA-1166,4M,4M,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,8.334,8.498245614,6.26,6.333333333333333,5.0,7.0,7.0,8.625,5.0,Fase 5 (1° EM),-1,8.020833333,7.307858333,7.452799122766667,Ametista,2024,Fase 5,1° EM
RA-425,4M,4M,Masculino,2022,Pública,,,Topázio,8.116668666666667,,,,4.0,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,10.002,10.0,6.26,9.0,10.0,7.5,9.5,8.8375,10.0,Fase 4 (9° ano),0,8.229166667,8.10555,9.016616666700001,Topázio,2024,Fase 4,9° ano
RA-1590,4N,4N,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,7.917,8.267770876333332,7.51,8.666666666666666,8.5,8.0,9.5,8.806,5.0,Fase 5 (1° EM),-1,10.0,,8.1907875086,Topázio,2024,Fase 5,1° EM
RA-1591,4N,4N,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,7.083,6.430976431,7.51,3.5,3.0,4.5,3.0,7.064,5.0,Fase 6 (2° EM),-2,8.125,,6.1707952862,Ágata,2024,Fase 6,2° EM
RA-273,4N,4N,Feminino,2021,Pública,Ametista,Ametista,Quartzo,5.679047285714286,,,,5.0,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,9.168,7.323153899,6.26,4.5,3.0,6.5,4.0,6.896,5.0,Fase 5 (1° EM),-1,8.125,6.337116667,6.5991307798,Ágata,2024,Fase 5,1° EM
RA-1592,4N,4N,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,7.917,6.854727398333334,7.51,5.5,4.0,7.5,5.0,7.432,5.0,Fase 5 (1° EM),-1,8.125,,6.812545479666667,Ágata,2024,Fase 5,1° EM
